text,label
"I like these strips much more than messing with warm sticky applications and cloth strips. I found them to be ""ick""-free and I could keep using them as many as 6 times before there was too much hair. They are definitely disposables. All methods I've used so far leave the occasional hair to be plucked. The only real challenge is warming them up in the winter (by rubbing between your hands).",1
"These wax strips work better than Nads or Sally Hansen for upper lip waxing and don't irritate my skin as badly. When I would use Nads or Sally Hansen I would have a rash for days but figured that was better than a mustache. These cause me only a little irritation that subsides after a day. I have dark, thick upper lip hair and have to use these every 7-12 days to keep it under control. I'm so used to doing it that it doesn't even hurt anymore. Clean up is easy with the finishing oil. Only takes me about five minutes total to get the job done and the strip removes 95% of hair in one swipe. Then I get the rest with tweezers. One box lasts me about 3 months. I highly recommend these for the upper lip.",1
"Works well, easy to use.",1
This worked really well.,1
"My family and I absolutely love the first one. Seen it maybe 8+ times and still cracks me up. That said, after watching the 2nd one, we all thought is was a major let down. The humor was pushed and not natural. Used the grandmother way too much, and each time it wasn't funny, but was ridiculous. And this will be weird saying, but everything was too ""Greek"". Yes, we understand that the family is 100% Greek, but the movie made them out to be absolute idiots (their homes especially). In the last move, Toula ended up being a very strong character, but she is back to being frumpy again at the beginning of the 2nd movie and having to find herself again. The list goes on and on and there are just too many reasons to skip this movie. Go back and watch the first one, laugh and enjoy it, and don't ruin it by witnessing this disappointment.",1
"Unfortunately the movie critics were right on this. Considering how funny the first one was this was a complete disappointment Another case of ""sequel shouldn't have""",1
Very disappointing movie - do not recommend at ALL.,1
Unhappy that I can't return or view dvd out of $17.00,1
"This film should have stuck to the main characters and been about their daughter getting married. I did not care for the plot, it was boring!",1
"Weddings are a lot like me, taking on you, this Monday on Monday night raw",1
This was a horrible remake very very bad writing..,1
My fiance likes these movies for some reason. They are terrible.,1
"Of course the first MBFGW is a classic and I did not expect the 2nd to reach that height but still, it was a huge disappointment. The acting, the storyline, etc seemed contrived and forced. Sorry I bought it.",1
"Had a lot to live up to, plus it was 14 years after the original. Fiance and I had a little bad taste in our mouths. Laughed only a few times. Probably recommended as a rental, unless you're Greek.",1
"I did not like this as much as the first one, it was just kind of like a reunion show. It was just ok. I bought the movie for a friend that really liked it.",1
Not the best sequel but what did you really expect. The original was a breath of fresh air the sequel was trying to get the same breath when we already had the fresh air.,1
"I thought the movie was entertaining, it still focused on family but it was slow in parts.",1
this movie had nothing for me in it. purchased for a friend and did not enjoy it,1
"Nothing new, if you are a huge fan of the first you might like this. I felt it a waste of time.",1
"my wife loves the 1st movie, she was not impress with the sequel",1
"Saw the first one, enjoyed it. So got the second. Comedy too stupid.",1
gave it as a gift did not watch the first one do not plan on it,1
Glad there was a second movie. Not as good as the first but still enjoyable. Fun movie.,1
"Good movie,I didn't feel it was as good as the first one",1
"Not as good as the 1st movie...usually not an easy task to make a 2nd movie after 20 years & this had its moments but was just not as good as you hope it will be. This is one of those movies that probably will never be watched a 2nd time, unlike the 1st movie.",1
"I was really looking forward to this movie.The original is a favorite. This sequel had some fun tributes, so we enjoyed it overall. Sadly, the movie includes way too many quite unnecessary inappropriate jokes which I consider cheap laughs. I expected a cleaner show. It would have been better minus that.",1
It was ok. It is over rated. It is very hard to out due the first one.,1
Did not live up to original movie but was ok and I liked the fact the original cast all came back in and a funny movie thanks,1
This film is good but not as great as the first one. It did =have hits funny parts but it does loss the connection that you felt from the first one.,1
"Not as good as the original, but still entertaining",1
"While the film lacks a good premise and well, a good script, it was really great seeing the entire original cast come back together. It felt comfortable and happy. It's like being with your family. Plenty of laughs along the way too. A good little Saturday afternoon watch!",1
Sequels are rarely as entertaining as the original - this movie wasjust so-so,1
"Somewhat of a repeat of original, but stands on own. many good and funny parts.",1
Not as good as the first. About the same thing. Fair,1
This was a light and happy sequel. Those of us with Greek friends recognize the family bonds and close knit relationships seen in this community.,1
You don't need to be Greek to enjoy a classic Family Movie,1
My was pretty good. Not quite as good as I thought it was going to be.,1
Not as good as the first one funny but lack the punch of the orignal,1
"Entertaining sequel, not as good as Greek 1 but worth watching.",1
It was an ok sequel. Not as good as the first one and had a lot of the same jokes as the first.,1
The first was definitely better than this sequel. This sequel felt like it was trying to hard to achieve the same entertainment value of the first.,1
The movie wasn't as good as the first movie made. It was ok.,1
This sequel was not as good as the first movie. It was worth watching however.,1
I feel asleep watching this movie. Maybe it got better on the second half of the movie??? Never got around to watching it again all the way through.,1
"This movie is worth watching once, but it won't be a movie I'll watch over and over. It is better than most sequels though",1
Same relationships as with first movie which made this more interesting. Women definitely were funnier!,1
The problem with most comedy sequels is that they tend to hit the same comedic beats as the original. This movie is no different. It is still enjoyable and funny but not that different than the first one. If you really liked the first movie and want to catch up on the characters 10 years later then definitely check it out. If you did not enjoy the first movie you sould avoid this one altogether. My wife and I liked it but not nearly as much as the original.,1
"I was kind of bummed when I watched this film. I was expecting a whole different level of entertainment than what was given. It was a good film, but it was not as funny as the previews lead on and It was confusing.",1
"Less enjoyable than the first movie. Seriously, is John Cusack's hair still the same length?",1
"i really enjoyed the first one, the sequel was good but the first one was better",1
First one was better than this one. Great that all the characters returned. Story line was different but kept you watching.,1
"This movie was enjoyable, it was nice to see the old actors return again years later.",1
"This was a nicely done sequel to the original ""My Big Fat Greek Wedding"". It did a fairly good job of bringing the characters up to date in a believable manner. The plot, while not deep, was adequate to maintain the story line. This would be an enjoyable movie experience for those who enjoyed the original ""My Big Fat Greek Wedding.""",1
"This was an ok follow up to the original movie. It had some laughs and a few misses.Same characters and a bit of a message,It is a worthwhile watch !",1
"We loved the 1st movie, but we thought this was a big disappointment. Happy we didn't rush to see it in the theater.",1
"Personally loved the first movie of this series, still fun to see the entire cast back to play the sequel though!",1
I bought this for my wife who loved the original. But like most sequels it didn't live up to the original...we can't all be 'The Empire Strikes Back'. She said she did enjoy it though.,1
"enjoyable, good family movie or watch with a loved one",1
"Sequel to the original My Big Fat Greek Wedding, but not as funny this time around. Jokes feel stereotyped and plot line feels forced. Ok movie, but the first one was a lot better.",1
"Not as good as the first movie. Predictable, but enjoyable to see the familiar characters.",1
"Movie is ok - not as good as the first Greek Wedding. Worth watching once, but probably not worth owning. Seems forced",1
I was a little disappointed with the sequel. Had its moments.,1
This movie was good but not as good as the first one.,1
"I like the 1st one better, but this was still good.",1
I liked the movie and added it to my library as the sequel to the first movie.,1
Essentially a recycling of the first movie but still fun. Good to see all the original cast reunited for another go around.,1
"I was excited to watch this movie since I loved the first one. This movie fell a little flat. Jokes weren't that creative. Worth a watch when there is nothing else on, but this is not a must see movie.",1
Not as good as the original. Movie tries to recapture the original magic,1
"It's a nice sequel. It's not a bad movie, yet I am glad that I didn't spend a lot for it.",1
Enjoyable but not up to par with the original movie.,1
"Nia was good, however the movie itself wasn't as good as the first and the storyline was a little cooky.",1
Didn't use the same jokes as the original so that is a plus. But wasn't close to as funny this time,1
Bought this as a gift for my mom. She says it's better than the first,1
"Watch as the biggest Greek family gets back together for another comedic filled adventure. In his latest find Gus, the patriarch of the family, finds out that his marriage license was never signed and that he is not legally married. Watch the comical events unfold as he strives to get remarried while proving he is a descendant of none other than, Alexander the Great.",1
"Good follow to the original. Of course, seconds typically are not the best.",1
Started watching this movie but I couldn't get into it. Actually fell asleep during the movie.,1
"Great movie! Definitely worth the money! I just have one problem- when I recieved my movie, the Digital HD code did not work.",0
"Closed Caption not available. With the actors accents, it was impossible to watch and understand. What I did see/hear, I liked",1
"Entertaining, funny and true to the original movie. Not as romantic as the original but a worthwhile movie night for the entire family.",1
nice movie . to watch with the family.,0
"I loved it!!!! Windex stock should soar once again. This is the kind of movie I enjoy-light, funny, with excellent actors who really know their craft. There is enough horror, danger, and sadness in this world today. I will be watching this movie over and over. I predict there will be a number 3 Big Fat Greek Wedding movie to showcase the daughter's big day.",0
I LOVED THE FIRST ONE SO I HAD TO SEE THE SECOND ONE.,0
"Sequels are never as good as the originals, but this one was cute and funny",1
"Loved the first and enjoyed the second. Didn't see it at the movies, so glad it's out on dvd.",1
I sure hope I can keep up with all of the points I should be receiving.,1
If you liked the first movie you will love the second movie. All the cast have done a wonderful job making us crack up again.,1
"While not as great as the original, this witty film has plenty of laughs to offer! I just wish they had included more bonus features.",1
"As with most sequels, this one does not rate as high as the first one. However, the focus on family, heritage, and traditions is still strong, and to be admired.",1
"""My Big Fat Greek Wedding"" is one of my favorite romantic comedies, so I had no doubts when the sequel came out in theaters. The romance between Toula and Ian is as beautiful as ever, and the addition of a daughter was a very nice touch.",1
Funny in a different way from the first movie. Good clean humor.,1
Watching this movie took us down memory lane. Watch it with old friends!,1
This was a great addition to the first My Big Fat Hreek Wedding. Would recommend it.,1
"Funny, good for a day when you just need to relax and laugh.",1
"This is a fantastic sequel. If you liked the first movie, you'll like this one.",1
"The price was ok, but not very easy to put on. That's why I only rated it a good.",1
I did enjoy this follow up film. It's not as funny as the first one. But it continued the story nicely.,1
Pretty funny..... Family comedy...... Worth watching,1
I liked that I got the digital version with my purchase cause I can put it on my iPad to watch when ever I want,1
"This is the sequel to My Big Fat Greek Wedding. The first was much more funny, but I liked this as well.",1
I really enjoyed this movie. It made my day. It made me laugh the people in this movie were funny.,1
"Not as good as the original, still have very funny moments.",1
Funny but not what we expected. Not as good as the first but ok,1
story was good ---should have been written after the first,1
"I didn't know if this would be a good watch, but it turned out to be a great movie.",1
I thought it was in inline with the first one watch and enjoy.,1
it still gave one good laughs.I love the actors and actresses.,1
"It's a decent movie, but it nothing will beat the original",1
Really enjoyed the first one so I knew I would enjoy the second!,1
"If you enjoyed the first one, you should certainly enjoy this sequel. I'd say besides a couple select scenes that you can fast forward through, this movie franchise is great to watch with the family!",1
This is a funny... My husband and I thought it was better than the first,1
"This was a funny movie. It wasn't as good as the 1st one, but pretty funny for a sequel. 4 stars...",1
"Great family movie that makes you laugh and get emotional at some parts of the movie. If you have a family, you can relate to some of it or help you understand what's kids growing up feel like at times. Great to get together with your kids or friends to watch and enjoy.",1
"The lovable, endearing, madcap characters from the original film are all still with us. This is a wonderful follow up, still fun, but it's tough to beat the original film. I still love having it in my collection.",1
"Purchased this for my wife, we watched it together and enjoyed it, but it was not as good as the first movie...",1
Purchased a copy to share with family and friends.,1
"It was. Funny and enjoyable to watch, I would recommend it to all",1
They picked the right time to bring back this storyline. The stories were heartwarming and they drew a nice conclusion to a crazy and loving family.,1
If you liked the first one you will like this one--lots of laughs.,1
A good comedy movie.it comes with digital hd also. A must see!,1
"It's just a fun story to have the whole cast back together. Blu Ray format not mandatory, but looks great!",1
"very, very good movie I highly recommend this movie for just about everyone to watch",1
I think the first movie was better but still great movie,1
"If you enjoyed the first one, you'll enjoy this one. The first one was better, but this one was worth my time.",1
Let just say that the wife enjoyed it and thus it was good,1
Thought it was funnier than the first one. The bathroom scene was a riot!Wished it had more extras. The blooper reel was hysterical!,1
"Its not as good as 1 st, but still enjoyed it. Fun",1
My wife wanted to see this movie and after watching it I found that it was pretty good for a sequel.,1
This is a good sequel to the first movie. If you like the first movie it's nice to see how things ended up with the family,1
"Fun, light hearted comedy that makes me want to be Greek for a few days.",1
Liked it. I still thought the first one was better.,1
What can be said about sequels that hasn't already been said. A fun follow up to the original and it was great to see the entire cast return.,1
I liked the first My Big Fat Greek wedding movie and I liked this one also. They show the ups and downs of a close knit family. Funny movie!,1
Not as good as the first movie but was funny. I would recommend it,1
This movie is just down right funny . . . just funny?!,1
Not as good as the first one Buy stilk fin and entertaining,1
"It's a Blu-ray... video and sound were up to par for the 1080P medium. The story was very entertaining... enjoyable. It held it's ground well with the very imaginative original. It made for a fun stay-at-home date night movie with my wife. I don't usually recommend a movie to anyone, but...",1
Great movie as it was very enjoyable to watch! My wife and I enjoyed!,1
"Wonderful, heartwarming movie. Just as good as part one.",1
This was a good movie not as good as the first one though.,1
"I ENJOYED ""MY BIG FAT GREEK WEDDING"" SO I TOOK A CHANCE ON THIS SEQUEL. JUST AS GREAT.",1
It was a cute movie. About the parents not having been married.,1
Great movie if you like to laugh. Better than the first movie.,1
Expecting one thing and got another!! I love how all the characters were still available for this movie!!,1
I loved the original My Big Fat Greek Wedding and was really looking forward to the sequel. Although it wasn't as funny as the original it was still pretty good. I enjoyed watching it and I would definitely recommend it.,1
"My wife loved it! One of her favorites is the first movie, very entertained",1
A follow up that did not disappoint. Felt like you needed to have watched the first Greek Wedding movie in order to truly enjoy the comedy of this picture.,1
Of course have # 1 so had to get the second movie.,1
"I bought this as a gift, so haven't seen the movie, but I heard that it is okay if you are a fan of the first one.",1
"This movie wasn't as good as the original as far as plot goes but I couldn't stop laughing. I am a lot like the character ""Ian"" in the movie in that I married into a Greek family. Both movies remind me of how it feels to be in this type of family with all the crazy things that go on. Over all, a very funny movie.",1
Not as good as the first one but nice to see our favorite crazy Greek family years later.,1
Was pleasantly suprised with this as it was a good 2nd movie.,1
I enjoyed the sequel to this very funny comical movie,1
Good sequel with plenty of laughs and includes the original cast.,1
This was a movie that had most of the cast return. It was great to see what happened after the original. If you liked the first one you will like this one.,1
It was a good movie with the cast of the first one,1
"Great family movie, funny, sad, happy you name it it's in here.",1
This movie had the whole laughing all night will watch more than one time.,1
"Very rarely do sequels come out as good as the first, but this one did. I enjoyed this almost as much as the first. Highly recommended for a good laugh.",1
"It was funny, and a good movie, but the first one was better.",1
"My Big Fat Greek wedding 2 was definitely not as good as the first, but few sequels are. It was still a cute, funny movie. I enjoyed it and was glad I finally watched it.",1
"NOT BAD/NEVER AS GOOD AS THE FIRST ONE,BUT WORTH THE WATCH.",1
Loved the first one. So I enjoyed the second one also,1
Not as good as original of course but holds up just as well!,1
a nice 2nd movie super cute and fun if you like the first one go for it,1
"This is a quaint and entertaining, albeit not especially original, movie.",1
"Since we were highly entertained by the original movie, and that the sequel was comprised with the same actors/actresses, it was a no brainer to buy this DVD. It was nice to see familiar faces and elaborate on what had transpired over the years with everyone. I enjoyed the first movie best, but this one was still entertaining, and can be viewed as a stand-alone.",1
Not quite as good as the original but good enough .,1
It was great to see these characters again! Just as funny as the original movie.,1
this movie was funny and just as good as the first movie these are a must have,1
"The first one was the best, but I still thought it was a good movie.",1
It's been many years since the first Greek Wedding but the sequel is a must watch for fans of the original.,1
This sequel came through Most sequels fall short but this film came through with all the characters from the first,1
"Almost as funny as the original. Emphasizes the importance of family, love, and acceptance.",1
great sequel - typically even numbered are not that good,1
This is a interesting movie for fans of the original.,1
I enjoyed the first film and this was good. Nice to see some of the same characters back.,1
"Not as good as the first movie, but lots of laughs. Worth a watch!",1
Just as funny as the first!! Hoping there will be a third!,1
"Great deal on black Friday, it's a funny movie. The first one is a classic. Totally worth watching l.",1
Great to see all the actors return to the parts they made great.,1
I did own the first movie and I must watch the second one after so many years later. The movie is OK.,1
This was a nice way to continue the story line. I enjoyed this movie.,1
"This one had extra cheese on top of a cheese pizza, but I still laughed, which is the most important aspect of a comedy.",1
"It took a long time to get to an actual sequel. They did have some off handed sequel or something, but this is the definition of a sequel. It was a good continuation of the first one. Having most everyone back was great and it seemed like the chemistry was still there. It was a good movie with many laugh out loud moments. We all need a little Greek in the family.",1
"This sequel is very cute. My 14 year old daughter, my husband, and I all enjoyed watching it together. We laughed a lot.",1
Not quite as good as the first movie but still pretty entertaining,1
I really enjoyed this sequel. Thought they did a great job withouy going too overboard. Loved the developments of the characters.,1
Great comedy about a family growing and the troubles they face.,1
This was a great follow-up to the original. A really fun movie.,1
It is a good movie but not as good as the first one. Guess the biggest thing is who gets married.,1
Great part 2. It was hilarious and made one thankful for family.,1
"A good sequel. Not equal to the first, but still good.",1
Bought this for a Christmas gift. Funny and enjoyed watching,1
I literally wore the disc out watching it so many time. But that tend to happen with me when I love watching so much.,1
My mom really liked the first movie (I also enjoyed watching the first) so I got this as a gift for her. She enjoyed this movie too.,1
"It's not the first one by any stretch, but it was fun though.",1
"We loved the original movie and thought we would give this one a try. It was good, but not as good as the original. We would still recommend watching it though.",1
Shipping was free and arrived within 2 days! I believe this movie will be enjoyable to recipient.,1
If you liked the first one.. the 2nd movie won't disappoint.,1
if you enjoyed the first movie you will like the second. light entertainment and an enjoyable flick,1
"This movie is funny and fairly clean. It is not as good as the first, in my opinion.",1
While not a good as the first one. it is still fun to watch. I love all the hart warming quirks from this family.,1
Would have been nice to find the original movie to watch prior to this one.,1
Plenty of laughs for your enjoyment. Great follow up movie from the first one.,1
This 2nd Greek wedding isn't as great is the 1st one but It still was a fun movie to watch.,1
"You won't go wrong owning this classic, funny movie. Loved both 1 and 2! Enjoy!",1
A follow up to the first movie. If you didn't watch the first you won't understand the jokes qin the second.,1
"Once we got a movie that worked ,things were great. First 3 did not play. Do not know what the problem was.",1
These characters feel like you know them because they remind you of your own family. The movie was a fun glimpse at real life.,1
the person it was bought for had the vhs and realy wanted to up grade to be able to watch it easier,1
this is a sequal movie its not as funny as the first but it is still heartwarming and fun to watch. the characters are the same,1
I liked this movie but it was not as good as the first one.,1
I loved the movie! It is different enough from the first movie yet similar enough to understand the meaning.,1
It was a good movie but not as good as the first one.,1
I'm not into chick flicks. This is one of the few I can watch and enjoy.,1
Ever since I watched the first one I wished they would do a sequel just to see what happens after. Glad they did even if they waited so long to do it,1
"My wife loved the first so had to get the second. This one seemed to go to dvd quickly, but it was worth the purchase, very funny! More of the Greek antics like the first. Part two is like a continuation of the first, funny.",1
Worthwhile sequel after waiting so long. Was glad to see the original cast return after so many years. For many people this chaotic and dramatic family is quite reminiscent of their own family. Lots of laughs interspersed and entertaining.,1
good sequel to original movie - recommended to all,1
It was a cute movie and built upon the comedy established during the first. If you liked the first movie then you will really enjoy this one. All the original characters were back and it was a lot of fun.,1
"I went into this movie not expecting much but thought if I enjoyed it as much as the last one, it would be worth my time. I wasn't disappointed. While much of the movie was anticipated, it was like visiting old friends.",1
A fun and enjoyable continuation of the story with the same crazy family dynamic.,1
Funny Sequel to the First! Nice to see returning Cast members!,1
The wife loves this movieShe has watched over four times already,1
"With so much time having passed, it's hard to believe a sequel like this would even be tolerable, much less good. But it is pretty good, in fact. It doesn't repeat too many old jokes, and that's for the better. The only moment that's truly cringe worthy is the moment where the entire family is out jogging to ""We Are Family."" Ugh! Beyond that, I liked the movie very much. Like the first, it's a great romantic getaway for you and the significant other.",1
fun and entertaining movie. a must watch with the family,1
Cute movie like the first. They kept the original Dancing Zorbas!!,1
"I went into this expecting that it would not be as good as the first... and it's not, but it was better than expected.",1
It was a good movie. It really was a good sequel and held true to the first,1
"If you love the first movie, then you'll love part 2! Like that the cast is back and the quirkiness of the family, makes this film fun!",0
Christmas gift I have not watched yet . But do plan to,1
This was a good follow up sequel to the first movie,1
Looked forward to the follow up movie. Great to see all the main characters back. A fun movie.,1
The laughs keep coming! If you enjoyed the first one you'll enjoy part 2.,1
I would have thought that a sequel would never be as good as the Original but I was mistaken. You will love the movie,1
Fun for the whole family. Would recommend this to anyone looking for a good movie,1
Funny movie a great addition to the first movie. Recommend seeing Big Fat Greek Wedding 2st,1
"Not as good as the first, but still a great movie. They brought back the main cast and still got the same laughs. If you liked the first, you will enjoy this one as well.",1
There were some very funny moments in this film. An enjoyable sequel.,1
Great movie that continues the story. Very funny as the first one was.,1
Most of the original actors returned for the sequel. Stayed true to the original.,1
"If you enjoyed the first film, you will love the sequel. Great film about family and inter-generational cultural challenges.",1
"Great movie , just as good as the first movie, saw it when it came out and could not wait to buy it.",1
"I loved the first movie, so of course I had to see the 2nd movie. It's not as good as the first, but it still had laughs and a good movie to watch.",1
I enjoyed this movie. It made me laugh !! What a family.,1
"Very funny movie. Sequel to the first, but really enjoyed the original better!",1
Bought this for a birthday gift along with the original movie...hope she likes it!,1
The second is a enjoyable experience with family and friends.,1
"Endearing movie. A lot of what happens in the movie, I can relate to my crazy family. Enjoyed the movie!",1
"I saw this movie in the theater and knew I would bring it home when it was released on DVD/Blu-ray. Although the first film will be my favorite, I really enjoyed seeing the sequel. It was nice to catch up with the characters and see where life had taken them and see how they grapple with current issues and family drama. The film, the characters, the story were all easy to relate to and felt authentic (but perhaps a bit exaggerated for comedic/dramatic purposes). If you're looking for a feel-good movie with some ups and downs along the way, why not give this film a chance?",1
Love this movie and the great condition it's in. Staff was friendly and helpful,1
It was a great purchase you received two free movies,0
excellent customer service,1
This is a really good movie great for the family. Very funny.,1
"The sequel was just as good, if not better than the first one!!!",1
LOVE LOVE LOVE BOTH MOVIES,1
This movie was so funny from start to finish!,1
"Thiis mvied was good, but not as good as the original.",1
This movie is a great balance to a comedy that had been around for as long as the first,1
Got this for my mom as a birthday gift. So much fun and laughter. Lots of twist. Worth the purchase and going to buy for myself! Put some windex. Opa!,1
I have the 1st movie and my big fat greek life so i had to get this.,1
This is a good movie. I have the first one also. I really enjoyed watching both movies.,1
Enjoyed original movie and this one. Good sequel. Was very enjoyable and will continue to watch.,1
Best movie ever!! If you enjoyed the first My big Fat Greek then you would enjoy the second one. I could not stop laughing and watched it over and over with my friends.,0
This was a great movie for a sequel. All the same actors are back which made it even better,1
My wife loved he first one so I got her this one as a gift. She loved it.,1
This is a perfect family oriented movie! Laugh out loud funny!,1
I bought this movie because I had already purchased the first movie so I thought I would buy this. It is just as good as the first movie.,1
Me and my wife love this movie you will too it's a great one,1
I liked it better then the first one! Cute for the family,1
"If you loved the first one, this one won't let you down",1
This sequel was just as enjoyable as the first movie!,1
Loved the movie!!! It was hilarious! Better than the first!,1
This movie is a great follow up from the first one. Very funny! Chick flick for sure!,1
"My Big Fat Greek Wedding 2 is a worthy sequel to the original film. If is funny of course, but at the same time tells an entertaining and poignant story about life and the important things in life. If you're a guy and you dislike ""chick flicks,"" but are getting pressure to watch one from your significant other, trust me, this is one ""chick flick"" I can recommend you watch.",1
A great movie and follows on from the original very well. Excellent tie ins and very funny.,1
The sequel was funny like the first one and did a good job continuing the story line when Toula's daughter was about to graduate from high school. A must own! All of the original cast are back for the sequel.,1
Just as fun as the first and a cute story! Keeps you entertained and still loving this family!,1
This movie is even better than the original. It is nice to have the options to watch the same movie on digital devices and on Blu-ray.,1
"I loved the first one, and as we all know, sequels just don't measure up.The 1st was indeed better, but I can't say I was disappointed in the 2nd.As my summary stated; I laughed out loud.",1
"I Love this movie! Big fan of the original, so naturally I had to add this one to my collection as well. Can't wait for the third installment!",1
The first movie was great and the second one did not disappoint. Enjoyed it even more.,1
I love that this movie brings all the family back. This time you get to learn more about them. Great movie!!,1
Great movie really funny thru the whole movie I justed laughed all the way,1
A funny movies showing the quirks of an extended family,1
Go out and buy this movie it is very funny. Same actors in it as first movie was,1
I saw this at the movies and had never seen part 1. It was a great funny movie that truly exemplifies our families behaviors. Among those stange moments is lots of love.,1
My Big Fat Greek Wedding 2 was very funny. Loved that all the same actors from first BFGW were in #2. Entertaining!,1
"This is a good, funny movie that lives up to the original movie.",1
This movie was as wonderful as the first. It is a definite watch!,1
this one is by far one of the best sequels and funny.,1
Loved that all the main characters from my big fat greek wedding were in my big fat greek wedding 2. Also loved the upbeat ending.,1
Outstanding Movie!!!! Would recommend to anyone!!!,1
"Better than the original. Good, fun to watch. Like it.",1
Hilarious I didn't expect it to be so good. The sequels usually leave me disappointed.,1
Cast was great for the second time around. A thrill watch...,1
"As good as the first one, and the Windex coupon inside was a nice touch.",1
I have been waiting for this sequel. It is such a great movie that is as good as the original. Acting is superb and such a well produced movie.,1
Just as good as the firs movie! Had lots of laughs and was a great family movie.,1
This movie was a good follow-up to My Big Fat Greek Wedding. Great that the entire cast was able to get back together. It gave the movie a great sense of continuity.,1
"Great movie, funny, and enjoyable to watch. Carries on where MBFGW 1 ended.",1
"Bought this not expecting much. Turns out this one is just as funny as the first one. Best of all, they kept all the original characters which was great after these years.",1
Love the sequal to My Big Fat Greek Wedding. Worth the wait and just as funny as the first one.,1
The first one was more funny I hope they come up with a third one,1
This film was every bit as good as the original. I only hope that there is another film in this series to come. A bunch of great character actors in their prime!,1
"liked both the first and this one, hope there is a third.",1
Great movie at a great price! Movie played perfectly!,1
"I thought the movie was great, but that's just me :) You need to see it yourself to determine if you like it or not.",1
Even though it was not as great as the first (they never are) it is a funny and wholesome movie. It has so many life events that I can relate to. It made me laugh so much I watched it a few times in a row.,1
A really cute movie but not what I expected at all,1
"same cast, few years later, movie picks up with daughter getting married. you can guess the rest.",1
It was just like the first one. We enjoyed this movie just as much as the first one. Def recommend.,1
A great movie to I joy with the family and friends.,1
Watch the first movie then watch this and you will have a great movie night.,1
My husband and I went to see this movie at the theatre and loved it. I wanted to add it to my DVD collection of favorites.,1
Loved the movie better deal then Target. Great like the first one.,1
I loved that the whole family was back. And in full loving splendor.,1
This is better than the first. A good family and feel good movie.,1
This is a good movie to have in the ever growing movie collection ... An enjoyable movie to own to see when you need a good movie fix!! Here's to continuing growing movie collections and finding larger movie shelves! Keep on watching!,1
If you liked the first one. You will like this one too.,1
"Always have a great experience at the Best Buy on Independence in Virginia Beach, VA",1
Nia Vardalos did it again! She made a great movie about how amazing and difficult families can be and how we all need to love the one we have.,1
saw the first one on video way back when and I couldn't believe I didn't see it in the theatre. saw this one and I had to complete the series. hopefully there's a third one.,1
"A fan of the first one, like the story plot to the second one, really funny.",1
Been waiting for a sequel for so long!! Loved seeing all the family return. It could have been much better but I'm just happy to see them make a sequel!!,1
"Great hilarious Movie. It did kinda drag towards the end,",1
Everything was in great condition! Price of movie was good.,1
So enjoyed the first movie and this one didn't disappoint - every actor did splendidly and the portrayal of the Greek (or any real family) is spot on!,1
"The movie was not disappointing, it had the same characters, was not boring",1
Just as good as the first one. Nice to see all the same characters back in the sequel.,1
Really funny family movie and if u seen the first one and liked it ull love this one .,1
It was as good or better than the first movie! Definitely worth buying!,1
I went to the movies to see this it was great I have the first one and I had to buy the second,1
Excellent sequel! Very funny and entertaining. Must watch for everyone!,1
"I love watching this family celebrate life, love, and a great meal!",1
Great continuation of such a great flick! I don't care what people say- it was a hoot!,1
having most of the characters from the last movie made it all good. the story was different and true in real life,1
"Loved the movie, the first one was great and this was nice to see what happens when your own kids grow up.",1
Me and my wife like the movie a lot I would recommend this movie to anyone,1
Enjoyed this movie as much as the first one. Fun to get updated on the big Greek family.,1
"Second one was very good, ran off from the 1st one, great two movies.",1
Very funny movie. I could watch this twice without question,1
Just as entertaining as the first one. A must see for a chick flick night.,1
Almost as funny as the first... Loved it just as much as the first one!,1
"I loved the first movie more than this one, but this was really good and there were a lot of funny parts. I thought at the movies and thoroughly enjoyed watching it.",1
I thought they couldn't have made a sequel as funny as the first one but they proved me wrong. Great movie!!,1
The movie was fun at the theater. The BRD reproduces it excellently. It's great that Best Buy offers movies at sale prices when they are released.,1
Great movie for the whole family. Really funny. Good for laughs,1
Great movie! Glad I bought this DVD so we can watch it again.,1
Great follow up to the original. Expect the unexpected and be ready to laugh.,1
nice to still have a place to buy movies and other items needed for my computer,1
"My wife loved the early version (part 1) and I truly enjoyed watching this one with her, I was laughing louder than her the entire time, great family valued movie, a must see and collection.",1
Funny movieFunnyFunnyLoveFunnyFunnyLoveFunny,1
Not at all what we expected but great movie just the same - so glad they did a 2!!,1
I would recommend this movie for all the family members has a lot of funny moments and I will definitely watch it over and over again,1
This movie is just as great as the first one!! Great story and great ending!! All of your favorite characters are back and just as wonderful as in the first movie! There are also some great extra features that really help you to get to know the actors and how the story was written and some other surprises!! It is definitely a must own!!,1
Gave as gift. Good for the value. Funny movie overall.,1
Great movie to cuddle up with the wife. This one was a little shorter then the first movie but it was still good to watch,1
This is an AWESOME movie it's actually better than the first one!,1
This movie is great and I am so happy they came out with a second one. Too funny. Must see,1
I loved the first movie and I love the second movie just as much! I loved that all the original actors from the first movie were in the second! Loved It!,1
made me laugh and cry and wonderful portrayal of the Greek culture,1
The movie I bought was very entertaining. I recommend it,1
